target_id	V3	V4	V5	V6	V7	V8	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval	log2FC	TPMa	TPMb	ensembl_id	gene_name	biotype	description2
1279	ENSG00000189060.6	H1-0	H1-0-201	22	 37805229	 37807432	+	1	5.12188968695813	2.08284975064919e-05	0.00056832043196285	-2.02100927534339	10.6771626754966	2.46831530488211	ENSG00000189060	H1-0	protein_coding	H1.0 linker histone 
1280	ENSG00000166900.17	STX3	STX3-202	11	 59787067	 59797366	+	3	10.4366326133159	2.10021304759758e-05	0.000571546104826423	1.90447557705589	5.02329792781876	20.1290361053959	ENSG00000166900	STX3	protein_coding	syntaxin 3 
1283	ENSG00000287895.1			1	228119149	228121312	-	1	3.82777862699857	2.11376789935463e-05	0.000572652758887263	5.4719508542967	0.377464592914074	24.4728524315417	ENSG00000287895		lncRNA	novel transcript
1284	ENSG00000185885.17	IFITM1	IFITM1-201	11	   313527	   315240	+	7	25.4142197108387	2.11538395516819e-05	0.000572652758887263	-1.16563555580894	752.619875390194	347.044141810502	ENSG00000185885	IFITM1	protein_coding	interferon induced transmembrane protein 1 
1291	ENSG00000166949.17	SMAD3	SMAD3-201	15	 67065602	 67195169	+	2	10.0747815543402	2.12902140715395e-05	0.000574243328949592	-2.17744408708722	20.5100895579955	4.75567050734631	ENSG00000166949	SMAD3	protein_coding	SMAD family member 3 
1296	ENSG00000170581.15	STAT2	STAT2-201	12	 56341597	 56360107	-	4	14.001344137776	2.18278725509576e-05	0.0005859188704736	-1.07163880146919	36.4613511020646	17.3848308567188	ENSG00000170581	STAT2	protein_coding	signal transducer and activator of transcription 2 
1300	ENSG00000149599.16	DUSP15	DUSP15-202	20	 31861077	 31870527	-	1	5.05429954861577	2.26621021277402e-05	0.000605536065661948	3.59334642144912	3.84245918012835	40.9658146035343	ENSG00000149599	DUSP15	protein_coding	dual specificity phosphatase 15 
1301	ENSG00000102302.8	FGD1	FGD1-201	X	 54445454	 54496234	-	1	3.74410296441528	2.27817682921972e-05	0.000607160615415303	5.76942340336305	0.0824649545929224	4.51904771691194	ENSG00000102302	FGD1	protein_coding	FYVE, RhoGEF and PH domain containing 1 
1302	ENSG00000054793.14	ATP9A	ATP9A-202	20	 51596514	 51768390	-	1	2.62550822152247	2.28562569997141e-05	0.000607575862616112	6.16342067666186	0.0495868430781423	3.20590298823279	ENSG00000054793	ATP9A	protein_coding	ATPase phospholipid transporting 9A (putative) 
1303	ENSG00000163362.11	INAVA	INAVA-201	1	200891341	200915735	+	2	11.1312614675357	2.30561426037322e-05	0.000608958980273536	1.82912361180987	5.30502549123275	23.3211509049423	ENSG00000163362	INAVA	protein_coding	innate immunity activator 
1305	ENSG00000100647.8	SUSD6	SUSD6-201	14	 69611596	 69715144	+	2	8.32369114892412	2.30948578702015e-05	0.000608958980273536	-1.13131656362277	15.3020338754507	6.84474544656844	ENSG00000100647	SUSD6	protein_coding	sushi domain containing 6 
1312	ENSG00000147852.17	VLDLR	VLDLR-213	9	  2643160	  2650516	+	2	4.85335412902126	2.3108218988642e-05	0.000608958980273536	4.08435191044299	0.770435381312403	14.1833331643525	ENSG00000147852	VLDLR	protein_coding	very low density lipoprotein receptor 
1314	ENSG00000112655.16	PTK7	PTK7-202	6	 43076314	 43161715	+	2	8.23319050948502	2.37591467392933e-05	0.000623541576257178	1.52032298445807	10.8240765120996	29.7634856767675	ENSG00000112655	PTK7	protein_coding	protein tyrosine kinase 7 (inactive) 
1316	ENSG00000129116.20	PALLD	PALLD-209	4	168832028	168928445	+	3	10.7975507233048	2.39873974096128e-05	0.000627934053001896	-4.77055327415655	62.9265873462339	2.36327548691012	ENSG00000129116	PALLD	protein_coding	palladin, cytoskeletal associated protein 
1323	ENSG00000107551.21	RASSF4	RASSF4-201	10	 44959802	 44995891	+	3	16.2400507298097	2.43528772231348e-05	0.000634281756766192	1.53547784278037	22.2988642368444	73.8137190538504	ENSG00000107551	RASSF4	protein_coding	Ras association domain family member 4 
1335	ENSG00000118777.12	ABCG2	ABCG2-201	4	 88090269	 88158639	-	1	2.58468013603884	2.60196708482886e-05	0.000669244102566705	8.34397865426489	0	7.05371435009731	ENSG00000118777	ABCG2	protein_coding	ATP binding cassette subfamily G member 2 (Junior blood group) 
1336	ENSG00000226979.9	LTA	LTA-213	6	 31572289	 31574324	+	3	16.6994300919878	2.61119025466072e-05	0.000669945678770416	2.69222801635587	46.9070640807046	325.813760094258	ENSG00000226979	LTA	protein_coding	lymphotoxin alpha 
1340	ENSG00000071575.12	TRIB2	TRIB2-201	2	 12716936	 12742734	+	2	7.45074761972367	2.70850835118308e-05	0.000691474136982731	-3.49564365595466	16.1749798447369	1.20776926527864	ENSG00000071575	TRIB2	protein_coding	tribbles pseudokinase 2 
1342	ENSG00000145936.9	KCNMB1	KCNMB1-201	5	170374671	170389367	-	2	8.80085126730142	2.72937236546365e-05	0.000695080162404742	2.86111234485029	1.62336304346881	10.1823863939141	ENSG00000145936	KCNMB1	protein_coding	potassium calcium-activated channel subfamily M regulatory beta subunit 1 
1348	ENSG00000069493.15	CLEC2D	CLEC2D-206	12	  9669717	  9695817	+	2	3.95429251643494	2.82398014303393e-05	0.000713885568511078	-3.28836317048959	13.0635122011395	0.788280147993309	ENSG00000069493	CLEC2D	protein_coding	C-type lectin domain family 2 member D 
1350	ENSG00000092051.18	JPH4	JPH4-201	14	 23568038	 23578790	-	2	7.55692551712448	2.856067930675e-05	0.000720231898214719	5.21722270555663	0.503057491934045	20.2339510199844	ENSG00000092051	JPH4	protein_coding	junctophilin 4 
1352	ENSG00000185736.16	ADARB2	ADARB2-203	10	  1177313	  1737525	-	2	9.27186013016343	2.92581415632018e-05	0.000736020663616739	1.94857010949629	1.8726780869506	8.3465390953092	ENSG00000185736	ADARB2	protein_coding	adenosine deaminase RNA specific B2 (inactive) 
1357	ENSG00000123685.9	BATF3	BATF3-201	1	212686417	212699840	-	2	10.6581995649829	2.95685182431826e-05	0.000740217711553849	1.6779408244773	36.1332529749863	119.897205607512	ENSG00000123685	BATF3	protein_coding	basic leucine zipper ATF-like transcription factor 3 
1359	ENSG00000064225.13	ST3GAL6	ST3GAL6-204	3	 98732379	 98793944	+	2	4.39560967823796	3.01440338058844e-05	0.000752797977418624	7.39091098185358	0.0665740619451508	13.7586605135937	ENSG00000064225	ST3GAL6	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 6 
1369	ENSG00000187772.8	LIN28B	LIN28B-201	6	104957107	105083332	+	1	3.15115279845301	3.0659301218664e-05	0.000762378010061404	7.90709004167027	0.0235023509356318	5.36418470382968	ENSG00000187772	LIN28B	protein_coding	lin-28 homolog B 
1371	ENSG00000168497.5	CAVIN2	CAVIN2-201	2	191834310	191847088	-	1	4.19986880439926	3.09997848456264e-05	0.000766742879850816	-3.60399750369587	4.51587641030359	0.434884481322142	ENSG00000168497	CAVIN2	protein_coding	caveolae associated protein 2 
1372	ENSG00000073712.15	FERMT2	FERMT2-201	14	 52857273	 52951050	-	2	9.50063048218147	3.13448055134996e-05	0.000773421827909652	2.63661180223713	4.51517966024191	28.5494622745256	ENSG00000073712	FERMT2	protein_coding	FERM domain containing kindlin 2 
1379	ENSG00000172380.6	GNG12	GNG12-201	1	 67701475	 67833467	-	1	2.53292303145319	3.15929492342642e-05	0.000775155209743979	10.7696267554395	0	4.45048369251418	ENSG00000172380	GNG12	protein_coding	G protein subunit gamma 12 
1384	ENSG00000123080.12	CDKN2C	CDKN2C-202	1	 50970245	 50974634	+	2	8.29383922585151	3.19736519854966e-05	0.000781460299948845	-1.20013622488447	25.031333063703	11.4594014683757	ENSG00000123080	CDKN2C	protein_coding	cyclin dependent kinase inhibitor 2C 
1386	ENSG00000182179.13	UBA7	UBA7-201	3	 49805209	 49813953	-	1	5.61652788954439	3.21933222045715e-05	0.000784969090349764	-1.77584910522255	19.3818714367987	5.80111843636034	ENSG00000182179	UBA7	protein_coding	ubiquitin like modifier activating enzyme 7 
1393	ENSG00000198722.15	UNC13B	UNC13B-201	9	 35162062	 35405338	+	1	2.53159934603047	3.25842048273095e-05	0.000788904902790775	10.9607131964023	0	4.24992788979198	ENSG00000198722	UNC13B	protein_coding	unc-13 homolog B 
1394	ENSG00000237440.9	ZNF737	ZNF737-201	19	 20537992	 20565781	-	2	8.01795446913485	3.28433105067546e-05	0.000790993122047476	2.11431263430627	2.18819745261461	8.01851352729091	ENSG00000237440	ZNF737	protein_coding	zinc finger protein 737 
1396	ENSG00000136999.5	CCN3	CCN3-201	8	119416446	119424434	+	1	3.90168139939719	3.29005283457792e-05	0.000790993122047476	4.79513617159883	0.322707110531698	8.76173972231057	ENSG00000136999	CCN3	protein_coding	cellular communication network factor 3 
1406	ENSG00000181649.8	PHLDA2	PHLDA2-201	11	  2928273	  2929420	-	1	3.96837185654547	3.35952862924186e-05	0.000802087460231494	4.49251173898109	0.827506245692829	19.0288207243674	ENSG00000181649	PHLDA2	protein_coding	pleckstrin homology like domain family A member 2 
1407	ENSG00000074590.14	NUAK1	NUAK1-201	12	106063345	106138954	-	1	4.33792584737543	3.39787453258935e-05	0.000809369005291606	4.74990404099514	0.285832695979915	6.34735248392624	ENSG00000074590	NUAK1	protein_coding	NUAK family kinase 1 
1408	ENSG00000125266.8	EFNB2	EFNB2-202	13	106489745	106535662	-	1	4.65618972892863	3.42419472799963e-05	0.000813759088124152	3.03945732458996	0.494012785236794	5.68822182229291	ENSG00000125266	EFNB2	protein_coding	ephrin B2 
1409	ENSG00000176788.9	BASP1	BASP1-201	5	 17217631	 17276834	+	1	8.31828060671817	3.52364929371023e-05	0.000835469398053502	1.35128360083893	90.4118726192102	254.224308392651	ENSG00000176788	BASP1	protein_coding	brain abundant membrane attached signal protein 1 
1410	ENSG00000173706.15	HEG1	HEG1-201	3	124965710	125055997	-	2	11.8421449965476	3.59936197414135e-05	0.000851463747736098	-1.08992474363125	10.0064151141728	4.74697124865213	ENSG00000173706	HEG1	protein_coding	heart development protein with EGF like domains 1 
1413	ENSG00000272872.1			22	 15823197	 15823890	+	1	2.93203907472644	3.77664194160732e-05	0.000889321575016847	9.174765078445	0.0660490970396403	47.0741704842597	ENSG00000272872		lncRNA	novel transcript, sense intronic to novel transcript
1414	ENSG00000064655.19	EYA2	EYA2-202	20	 46894843	 47188844	+	1	2.48054470985511	3.79868154391699e-05	0.000892473836992251	8.58067503818546	0	10.3623119615285	ENSG00000064655	EYA2	protein_coding	EYA transcriptional coactivator and phosphatase 2 
1415	ENSG00000101746.16	NOL4	NOL4-201	18	 33851100	 34224913	-	1	4.52907518052709	3.84964726379252e-05	0.000900346074348209	2.72981096616036	1.40831856491178	9.48979163356513	ENSG00000101746	NOL4	protein_coding	nucleolar protein 4 
1416	ENSG00000221955.11	SLC12A8	SLC12A8-205	3	125083143	125123599	-	2	4.43459271787218	3.84745574147451e-05	0.000900346074348209	-5.23327126001343	10.3092137849043	0.317347645163591	ENSG00000221955	SLC12A8	protein_coding	solute carrier family 12 member 8 
1418	ENSG00000103569.10	AQP9	AQP9-201	15	 58138381	 58185911	+	1	3.41905621182953	3.88354529363633e-05	0.00090621914385894	6.03724353739259	0.127413995513574	19.275043715939	ENSG00000103569	AQP9	protein_coding	aquaporin 9 
1419	ENSG00000237541.4	HLA-DQA2	HLA-DQA2-210	6	 32741391	 32747198	+	1	6.02225701159074	3.91826627760706e-05	0.00091225729993768	1.17330593025412	12.8557929711128	28.3328492111311	ENSG00000237541	HLA-DQA2	protein_coding	major histocompatibility complex, class II, DQ alpha 2 
1420	ENSG00000169436.17	COL22A1	COL22A1-201	8	138588235	138914041	-	1	3.58438265808482	3.96284988622378e-05	0.000920559318164687	5.65029341918776	0.141829636651288	13.842510714536	ENSG00000169436	COL22A1	protein_coding	collagen type XXII alpha 1 chain 
1424	ENSG00000204252.14	HLA-DOA	HLA-DOA-201	6	 33004182	 33009591	-	1	5.6100889191551	4.07567461272586e-05	0.000942522599902568	1.68486091414791	3.11807658147516	10.5125396299258	ENSG00000204252	HLA-DOA	protein_coding	major histocompatibility complex, class II, DO alpha 
1437	ENSG00000138772.13	ANXA3	ANXA3-201	4	 78551770	 78610447	+	3	12.9175795664982	4.21362418267713e-05	0.000963621282042837	2.04006454023363	11.1612075728792	47.7559016139988	ENSG00000138772	ANXA3	protein_coding	annexin A3 
1440	ENSG00000107104.21	KANK1	KANK1-204	9	   706889	   746103	+	1	2.4724651708719	4.19594127863532e-05	0.000963621282042837	-2.38010215335394	7.00304561293758	1.22216012699278	ENSG00000107104	KANK1	protein_coding	KN motif and ankyrin repeat domains 1 
1454	ENSG00000178163.8	ZNF518B	ZNF518B-201	4	 10439880	 10457426	-	1	5.00564161498991	4.32362884662767e-05	0.000984693206228541	-2.24540573867558	3.81176780055057	0.758880197716828	ENSG00000178163	ZNF518B	protein_coding	zinc finger protein 518B 
1455	ENSG00000242574.9	HLA-DMB	HLA-DMB-258	6	 32934636	 32941028	-	1	5.2437782053604	4.34395393478753e-05	0.000984693206228541	1.75773616534248	7.07350954936438	21.7366303657637	ENSG00000242574	HLA-DMB	protein_coding	major histocompatibility complex, class II, DM beta 
1456	ENSG00000134326.12	CMPK2	CMPK2-201	2	  6848316	  6865907	-	2	6.23388310351564	4.43846286359869e-05	0.00100391021875344	-3.1143428208781	13.7542038117954	1.26947049678525	ENSG00000134326	CMPK2	protein_coding	cytidine/uridine monophosphate kinase 2 
1458	ENSG00000156140.10	ADAMTS3	ADAMTS3-201	4	 72280969	 72569221	-	1	4.41376221760348	4.56379600562316e-05	0.001029999824989	4.61794609125941	0.221985556708968	5.49274855672447	ENSG00000156140	ADAMTS3	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 3 
1459	ENSG00000127124.16	HIVEP3	HIVEP3-203	1	 41510230	 41579900	-	4	17.7890151110413	4.61505927480354e-05	0.00103929522620794	1.2646541075084	8.03031601774119	18.8963991181023	ENSG00000127124	HIVEP3	protein_coding	HIVEP zinc finger 3 
1463	ENSG00000273824.1			12	 68426331	 68427737	-	1	4.12416567143563	4.63458109418155e-05	0.00104141763410432	3.40078052780754	1.011801939544	9.58900723173138	ENSG00000273824		lncRNA	novel transcript
1468	ENSG00000104972.16	LILRB1	LILRB1-201	19	 54630484	 54638022	+	3	15.1670857537753	4.70047957043848e-05	0.00104936680280308	-1.0053238025949	32.3686611315183	16.9964186565532	ENSG00000104972	LILRB1	protein_coding	leukocyte immunoglobulin like receptor B1 
1474	ENSG00000172578.12	KLHL6	KLHL6-201	3	183487551	183555706	-	3	17.0153788092243	4.73107164986908e-05	0.00105391518351511	1.35119036623659	11.2275091894673	25.9635613432335	ENSG00000172578	KLHL6	protein_coding	kelch like family member 6 
1482	ENSG00000183579.16	ZNRF3	ZNRF3-202	22	 28987052	 29053965	+	2	8.41410820188272	4.90986870160129e-05	0.00108670355768918	-1.02299967278007	6.05248976111271	3.41255658821337	ENSG00000183579	ZNRF3	protein_coding	zinc and ring finger 3 
1487	ENSG00000049130.16	KITLG	KITLG-205	12	 88492793	 88580471	-	1	2.41780047320911	5.00825495732413e-05	0.00110374234251797	-3.24113919007364	3.7114520036195	0.641197644022617	ENSG00000049130	KITLG	protein_coding	KIT ligand 
1489	ENSG00000214050.8	FBXO16	FBXO16-201	8	 28428448	 28490278	-	2	5.25409418756741	5.07852207572878e-05	0.0011144654614695	-2.85286372924949	12.4846645377729	1.39338213210793	ENSG00000214050	FBXO16	protein_coding	F-box protein 16 
1498	ENSG00000197134.13	ZNF257	ZNF257-201	19	 22052452	 22091103	+	1	2.40435144119578	5.22864654568533e-05	0.0011401323567061	4.3729871364145	0.355601349089788	9.13906541564354	ENSG00000197134	ZNF257	protein_coding	zinc finger protein 257 
1499	ENSG00000116132.12	PRRX1	PRRX1-201	1	170664131	170739421	+	4	24.6510905829743	5.25899960900653e-05	0.0011443316870737	1.15038167095667	70.3227708479421	140.892463210244	ENSG00000116132	PRRX1	protein_coding	paired related homeobox 1 
1516	ENSG00000138449.11	SLC40A1	SLC40A1-201	2	189560590	189580786	-	1	2.69249990495794	5.39539895249269e-05	0.00116831042562197	10.0253180403314	0	9.04288395766989	ENSG00000138449	SLC40A1	protein_coding	solute carrier family 40 member 1 
1517	ENSG00000111249.14	CUX2	CUX2-201	12	111034165	111350554	+	1	2.68909679800861	5.46297551186465e-05	0.00117876839810402	10.2677006123347	0	4.38213158556954	ENSG00000111249	CUX2	protein_coding	cut like homeobox 2 
1518	ENSG00000168785.8	TSPAN5	TSPAN5-201	4	 98470367	 98658611	-	1	2.46228548051845	5.58136384471392e-05	0.00120179930468433	6.60020753570025	0.0816749130829948	7.55295354458448	ENSG00000168785	TSPAN5	protein_coding	tetraspanin 5 
1521	ENSG00000128872.10	TMOD2	TMOD2-201	15	 51751597	 51816363	+	1	6.33824947948086	5.62512212957052e-05	0.00120618523169211	1.09783513094027	3.80088019604405	8.30696242171829	ENSG00000128872	TMOD2	protein_coding	tropomodulin 2 
1525	ENSG00000286103.1			21	  9634244	  9679906	+	1	2.68523510565158	5.77707767691072e-05	0.00123146011670311	9.7112711447294	0	26.0618525595864	ENSG00000286103		lncRNA	novel transcript
1526	ENSG00000170323.9	FABP4	FABP4-201	8	 81478419	 81483233	-	2	3.34983633559642	5.86196973514772e-05	0.00124660527522296	7.15708139429979	0.0761532750690813	12.1792634891295	ENSG00000170323	FABP4	protein_coding	fatty acid binding protein 4 
1535	ENSG00000107554.17	DNMBP	DNMBP-201	10	 99875577	100009947	-	1	6.78867984864521	6.00960961703819e-05	0.00127014577028959	-1.24413249615189	13.993505784866	6.8591404789286	ENSG00000107554	DNMBP	protein_coding	dynamin binding protein 
1536	ENSG00000124429.18	POF1B	POF1B-201	X	 85277396	 85379665	-	2	10.9108740791714	6.03676218348797e-05	0.00127327536115532	1.43374083759582	14.4177021433987	38.8497990444082	ENSG00000124429	POF1B	protein_coding	POF1B actin binding protein 
1550	ENSG00000150938.10	CRIM1	CRIM1-201	2	 36355778	 36551135	+	1	4.19249341492427	6.24856691946103e-05	0.00130460970055306	-3.31510619007795	5.65525446338896	0.255311853496235	ENSG00000150938	CRIM1	protein_coding	cysteine rich transmembrane BMP regulator 1 
1551	ENSG00000139193.4	CD27	CD27-201	12	  6444955	  6451713	+	1	2.33314669377305	6.28750259995258e-05	0.00131008690537194	-3.77954842681301	14.707097360824	1.06559763833526	ENSG00000139193	CD27	protein_coding	CD27 molecule 
1556	ENSG00000123933.17	MXD4	MXD4-201	4	  2247432	  2262109	-	2	8.94039870777324	6.38603099550417e-05	0.00132260087726165	-1.85294505534476	19.7824328226844	6.13837005126259	ENSG00000123933	MXD4	protein_coding	MAX dimerization protein 4 
1567	ENSG00000198420.10	TCAF1	TCAF1-205	7	143851375	143902176	-	1	5.75743799543194	6.43747112747065e-05	0.00132792154417465	-1.43658830489575	7.75176100742586	3.43804500324832	ENSG00000198420	TCAF1	protein_coding	TRPM8 channel associated factor 1 
1568	ENSG00000196781.16	TLE1	TLE1-203	9	 81583683	 81689547	-	1	2.32304908324905	6.46631858791919e-05	0.00133120977875845	10.3872928704396	0	4.59005005337757	ENSG00000196781	TLE1	protein_coding	TLE family member 1, transcriptional corepressor 
1569	ENSG00000143340.7	FAM163A	FAM163A-201	1	179743291	179816198	+	1	2.3224392405497	6.49791978015359e-05	0.00133505068949211	10.1544718315843	0	4.70828788651021	ENSG00000143340	FAM163A	protein_coding	family with sequence similarity 163 member A 
1581	ENSG00000259712.1			15	 52056675	 52100523	-	1	5.33708647997663	7.02096367489402e-05	0.00143111105420666	1.77523491775417	15.4053607156365	49.57778846388	ENSG00000259712		lncRNA	novel transcript, antisense to MAPK6
1584	ENSG00000126709.16	IFI6	IFI6-201	1	 27666064	 27672178	-	3	13.4046085227521	7.10830254730619e-05	0.00144320930064795	-1.4377611851946	101.154832785757	40.710867612347	ENSG00000126709	IFI6	protein_coding	interferon alpha inducible protein 6 
1587	ENSG00000249196.6	TMEM132D-AS1	TMEM132D-AS1-204	12	129109699	129113293	+	2	3.15075614494442	7.2344470541453e-05	0.00146306052777362	5.21442930366346	0.4595735875242	17.885649025766	ENSG00000249196	TMEM132D-AS1	lncRNA	TMEM132D antisense RNA 1 
