seqnames	start	end	width	strand	V4	V5	V6	V7	V8	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	PeakID	log2FoldChange	padj	countsa	countsb
chr11	76179197	76180565	1369	*	peak_7045	1.80880773800106	3.40097076214201e-21	674	114	Distal Intergenic	11	76186325	76206502	20178	2	7481	ENST00000322563.8	25937	ENSG00000085741	WNT11	Wnt family member 11	NA	NA	NA	NA	NA
chr1	22150548	22151133	586	*	peak_721	1.96633927579562	3.45946557576692e-21	404	60	Intron (ENST00000648968.1/105376845, intron 1 of 4)	1	22127474	22143969	16496	2	54361	ENST00000441048.1	-6579	ENSG00000162552	WNT4	Wnt family member 4	NA	NA	NA	NA	NA
chr12	49633066	49634631	1566	*	peak_8015	1.4091881569643	3.62013952626453e-21	938	214	Promoter (<=1kb)	12	49632729	49633931	1203	1	25766	ENST00000551320.1	337	ENSG00000110844	PRPF40B	pre-mRNA processing factor 40 homolog B	NA	NA	NA	NA	NA
chr8	133139362	133139819	458	*	peak_32919	-1.5427194777172	3.70151496318182e-21	298	584	Distal Intergenic	8	133144236	133158349	14114	1	105375769	ENST00000766397.1	-4417	NA	LOC105375769	uncharacterized LOC105375769	NA	NA	NA	NA	NA
chr10	20963552	20964766	1215	*	peak_3559	-1.40674163317432	3.73913277679519e-21	408	786	Intron (ENST00000675700.1/10529, intron 3 of 6)	10	20859283	20960012	100730	2	10529	ENST00000674540.1	-3540	ENSG00000078114	NEBL	nebulette	NA	NA	NA	NA	NA
chr22	19884142	19885868	1727	*	peak_23120	1.36000286490593	3.73913277679519e-21	1690	414	Promoter (<=1kb)	22	19875522	19884504	8983	2	10587	ENST00000487165.5	0	ENSG00000184470	TXNRD2	thioredoxin reductase 2	NA	NA	NA	NA	NA
chr9	129007827	129009319	1493	*	peak_34747	1.64479373631239	3.73913277679519e-21	906	170	3' UTR	9	129007792	129012016	4225	2	56904	ENST00000479237.5	2697	ENSG00000148341	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2	NA	NA	NA	NA	NA
chr7	101031599	101033933	2335	*	peak_31653	1.47015150868926	3.74082713978814e-21	1158	280	Exon (ENST00000379439.3/140453, exon 3 of 12)	7	101043711	101048277	4567	1	140453	ENST00000470303.1	-9778	ENSG00000169876	MUC17	mucin 17, cell surface associated	NA	NA	NA	NA	NA
chr22	29701731	29703294	1564	*	peak_23759	1.3516534530779	3.79262840778426e-21	942	250	Distal Intergenic	22	29705256	29719859	14604	2	122149303	ENST00000416352.1	16565	ENSG00000232396	CABP7-DT	CABP7 divergent transcript	NA	NA	NA	NA	NA
chr10	123790147	123790572	426	*	peak_5280	-1.72252539793566	3.91076632373882e-21	154	286	Intron (ENST00000368854.7/119587, intron 7 of 19)	10	123776670	123777749	1080	1	105378533	ENST00000446888.1	13477	NA	LOC105378533	uncharacterized LOC105378533	NA	NA	NA	NA	NA
chr12	34235656	34236252	597	*	peak_7937	-1.49429342821159	4.07357970337262e-21	260	472	Distal Intergenic	12	34191033	34219437	28405	2	123706542	ENST00000813262.1	-16219	ENSG00000255652	LINC02963	long intergenic non-protein coding RNA 2963	NA	NA	NA	NA	NA
chr11	4182835	4184405	1571	*	peak_5749	1.48358121541253	4.17830803027341e-21	888	202	Intron (ENST00000723521.1/100506082, intron 2 of 2)	11	4187120	4202669	15550	1	100506082	ENST00000525365.2	-2715	ENSG00000254480	LINC02749	long intergenic non-protein coding RNA 2749	NA	NA	NA	NA	NA
chr8	133735237	133736152	916	*	peak_32963	-1.24641520989254	4.27622866413103e-21	658	990	Distal Intergenic	8	133775551	133777352	1802	2	101927798	ENST00000517380.1	41200	ENSG00000253165	LOC101927798	uncharacterized LOC101927798	NA	NA	NA	NA	NA
chr8	141854540	141856084	1545	*	peak_33369	1.21311819500599	4.27622866413103e-21	1770	518	Distal Intergenic	8	141786242	141786313	72	2	100302147	ENST00000408841.2	-68227	ENSG00000221768	MIR1302-7	microRNA 1302-7	NA	NA	NA	NA	NA
chr18	7236711	7237369	659	*	peak_16088	-1.16355881172715	4.36706910559831e-21	756	1122	Distal Intergenic	18	7231089	7232044	956	1	339291	ENST00000383467.3	5622	ENSG00000206422	LRRC30	leucine rich repeat containing 30	NA	NA	NA	NA	NA
chr22	48549516	48551558	2043	*	peak_24763	1.13564119696975	4.47814463480994e-21	1278	342	Intron (ENST00000402357.6/25817, intron 1 of 3)	22	48538900	48547409	8510	2	284933	ENST00000818154.1	-2107	ENSG00000281732	LOC284933	uncharacterized LOC284933	NA	NA	NA	NA	NA
chr1	110227232	110228893	1662	*	peak_2279	1.17064348288513	4.60679894600393e-21	1236	330	3' UTR	1	110223830	110229151	5322	1	3749	ENST00000636402.1	3402	ENSG00000116396	KCNC4	potassium voltage-gated channel subfamily C member 4	NA	NA	NA	NA	NA
chr1	36342620	36345603	2984	*	peak_1361	1.12587960977568	4.71350187694065e-21	1600	420	3' UTR	1	36339624	36361340	21717	2	83931	ENST00000359297.6	15737	ENSG00000196182	STK40	serine/threonine kinase 40	NA	NA	NA	NA	NA
chr10	71637563	71640445	2883	*	peak_4347	1.1072778018839	4.8583397875067e-21	2630	796	Exon (ENST00000819166.1/ENST00000819166.1, exon 1 of 2)	10	71617285	71647904	30620	1	64072	ENST00000470494.5	20278	ENSG00000107736	CDH23	cadherin related 23	NA	NA	NA	NA	NA
chr10	35549157	35549765	609	*	peak_3653	-1.14147442072018	4.99953696271073e-21	584	764	Intron (ENST00000374706.5/219771, intron 9 of 11)	10	35530196	35566285	36090	1	219771	ENST00000497692.1	18961	ENSG00000108100	CCNY	cyclin Y	NA	NA	NA	NA	NA
chr2	218021367	218022429	1063	*	peak_20392	1.58031671691677	5.20202584565233e-21	594	118	Intron (ENST00000649572.1/7145, intron 1 of 1)	2	217799588	218010421	210834	2	7145	ENST00000646520.1	-10946	ENSG00000079308	TNS1	tensin 1	NA	NA	NA	NA	NA
chr2	20190939	20191658	720	*	peak_18408	1.67971217390836	5.23330943095242e-21	736	140	Distal Intergenic	2	20204002	20223388	19387	2	6382	ENST00000482879.5	31730	ENSG00000115884	SDC1	syndecan 1	NA	NA	NA	NA	NA
chr3	51697353	51701060	3708	*	peak_25917	1.17065003573925	5.26543442267577e-21	2658	726	Exon (ENST00000489026.5/51368, exon 3 of 4)	3	51707068	51718613	11546	1	2912	ENST00000395052.8	-6008	ENSG00000164082	GRM2	glutamate metabotropic receptor 2	NA	NA	NA	NA	NA
chr17	57422618	57423104	487	*	peak_14789	-1.23993242934005	5.28373349873403e-21	392	582	Intron (ENST00000416426.6/124540, intron 6 of 13)	17	57406812	57627302	220491	1	124540	ENST00000579205.5	15806	ENSG00000153944	MSI2	musashi RNA binding protein 2	NA	NA	NA	NA	NA
chr3	51685689	51687989	2301	*	peak_25913	1.30862872537906	5.29898271850173e-21	1452	360	Intron (ENST00000489026.5/51368, intron 2 of 3)	3	51681461	51704317	22857	1	51368	ENST00000463857.1	4228	ENSG00000164081	TEX264	testis expressed 264, ER-phagy receptor	NA	NA	NA	NA	NA
chr15	77609853	77612027	2175	*	peak_10995	1.32586536662136	5.48292883598979e-21	1212	318	Distal Intergenic	15	77613027	77632912	19886	2	84894	ENST00000355300.7	20885	ENSG00000169783	LINGO1	leucine rich repeat and Ig domain containing 1	NA	NA	NA	NA	NA
chr2	239100329	239101745	1417	*	peak_20791	1.4145154994588	5.5281476612369e-21	862	216	Promoter (1-2kb)	2	239091144	239102841	11698	2	9759	ENST00000495497.1	1096	ENSG00000068024	HDAC4	histone deacetylase 4	NA	NA	NA	NA	NA
chr22	37385512	37386719	1208	*	peak_24057	1.89509552776571	5.72224807411176e-21	586	122	Promoter (<=1kb)	22	37339583	37385283	45701	2	114794	ENST00000430883.5	-229	ENSG00000166897	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	NA	NA	NA	NA	NA
chr17	17769349	17770303	955	*	peak_13740	1.56842474236745	5.82821354824921e-21	626	126	Promoter (<=1kb)	17	17759154	17770821	11668	2	100861516	ENST00000443696.1	518	ENSG00000237328	RAI1-AS1	RAI1 antisense RNA 1	NA	NA	NA	NA	NA
chr3	12815670	12819168	3499	*	peak_25076	1.09575760922634	6.17950486973884e-21	2138	576	3' UTR	3	12825768	12871919	46152	1	124909346	ENST00000703598.1	-6600	NA	LOC124909346	uncharacterized LOC124909346	NA	NA	NA	NA	NA
chr2	238122092	238123365	1274	*	peak_20738	1.58860538659022	6.24296231761921e-21	782	164	Intron (ENST00000343063.8/339768, intron 5 of 8)	2	238127390	238133287	5898	1	339768	ENST00000409506.1	-4025	ENSG00000144488	ESPNL	espin like	NA	NA	NA	NA	NA
chr17	51519787	51520151	365	*	peak_14747	-1.40876119658977	6.86427432061665e-21	262	446	Intron (ENST00000663733.2/440446, intron 4 of 4)	17	51439653	51445802	6150	1	105371828	ENST00000588341.1	80134	ENSG00000267452	LINC02073	long intergenic non-protein coding RNA 2073	NA	NA	NA	NA	NA
chr16	80721158	80721653	496	*	peak_13021	-1.51543377241629	6.93198769134719e-21	272	436	Intron (ENST00000570137.7/124359, intron 1 of 6)	16	80684604	80735133	50530	2	124359	ENST00000562753.1	13480	ENSG00000166446	CDYL2	chromodomain Y like 2	NA	NA	NA	NA	NA
chr8	141208213	141209316	1104	*	peak_33227	1.12671157533499	7.09479482156223e-21	1178	322	3' UTR	8	141192331	141193070	740	1	22898	ENST00000520725.5	15882	ENSG00000105339	DENND3	DENN domain containing 3	NA	NA	NA	NA	NA
chr12	39230079	39230853	775	*	peak_7945	-1.59368263477369	7.12880601022713e-21	504	1118	Distal Intergenic	12	39293228	39312826	19599	2	55605	ENST00000547733.1	81973	ENSG00000139116	KIF21A	kinesin family member 21A	NA	NA	NA	NA	NA
chr14	93068841	93071376	2536	*	peak_9963	1.56287385463753	7.2812494865709e-21	1024	204	Promoter (1-2kb)	14	93067452	93072152	4701	1	319085	ENST00000553639.1	1389	ENSG00000258730	ITPK1-AS1	ITPK1 antisense RNA 1	NA	NA	NA	NA	NA
chr2	27037468	27039252	1785	*	peak_18625	1.14938269659121	7.2919173473372e-21	1804	466	Promoter (<=1kb)	2	27037875	27040492	2618	1	54867	ENST00000444135.5	0	ENSG00000119777	TMEM214	transmembrane protein 214	NA	NA	NA	NA	NA
chr3	42902276	42902632	357	*	peak_25477	-1.29567805040298	7.6393838498832e-21	444	742	Intron (ENST00000487368.4/1238, intron 3 of 3)	3	42906142	42919334	13193	1	389114	ENST00000440367.7	-3510	ENSG00000182983	ZNF662	zinc finger protein 662	NA	NA	NA	NA	NA
chr11	50075604	50078483	2880	*	peak_6195	1.46636787071324	8.25839063227461e-21	1306	294	Distal Intergenic	11	50032874	50033794	921	1	403257	ENST00000568934.1	42730	ENSG00000260811	OR4C45	olfactory receptor family 4 subfamily C member 45 (gene/pseudogene)	NA	NA	NA	NA	NA
chr20	62484962	62486096	1135	*	peak_22326	1.50767170399914	8.3272396128942e-21	1066	224	Exon (ENST00000740535.1/105372711, exon 4 of 4)	20	62482633	62486180	3548	1	105372711	ENST00000740541.1	2329	NA	LOC105372711	uncharacterized LOC105372711	NA	NA	NA	NA	NA
chr12	65525582	65526080	499	*	peak_8260	-1.41850841336881	8.54942204143424e-21	310	580	Intron (ENST00000537250.5/100507065, intron 2 of 3)	12	65523263	65538699	15437	2	100507065	ENST00000538294.1	12619	NA	MSRB3-AS1	MSRB3 antisense RNA 1	NA	NA	NA	NA	NA
chr1	37175244	37176739	1496	*	peak_1448	1.47111939097192	8.86061539847834e-21	944	214	Intron (ENST00000818266.1/ENST00000818266.1, intron 2 of 3)	1	37161563	37161634	72	1	100422898	ENST00000579351.1	13681	ENSG00000264698	MIR4255	microRNA 4255	NA	NA	NA	NA	NA
chr10	119373260	119373680	421	*	peak_5176	-1.53350024827419	9.11272057921846e-21	218	378	Intron (ENST00000392870.3/2869, intron 2 of 15)	10	119377972	119378043	72	1	100616398	ENST00000580598.1	-4292	ENSG00000265719	MIR4681	microRNA 4681	NA	NA	NA	NA	NA
chr2	241189519	241192092	2574	*	peak_20978	1.17677023516711	9.11272057921846e-21	1570	400	Promoter (<=1kb)	2	241188677	241225976	37300	1	50636	ENST00000674324.2	842	ENSG00000146205	ANO7	anoctamin 7	NA	NA	NA	NA	NA
chr9	136672068	136674276	2209	*	peak_35061	1.45047209833077	9.35283621740536e-21	730	174	Promoter (1-2kb)	9	136670602	136670686	85	1	406913	ENST00000362291.1	1466	ENSG00000199161	MIR126	microRNA 126	NA	NA	NA	NA	NA
chr16	23267597	23268088	492	*	peak_12223	-1.26180012154678	9.57657929524462e-21	498	742	Distal Intergenic	16	23278231	23352913	74683	1	6338	ENST00000569789.1	-10143	ENSG00000168447	SCNN1B	sodium channel epithelial 1 subunit beta	NA	NA	NA	NA	NA
chr20	10733122	10733619	498	*	peak_21189	-1.40798308840521	9.90478055598698e-21	274	480	Intron (ENST00000667822.1/ENST00000667822.1, intron 1 of 1)	20	10747145	10754033	6889	1	101929395	ENST00000654385.1	-13526	NA	LINC01752	long intergenic non-protein coding RNA 1752	NA	NA	NA	NA	NA
chr9	129101808	129103965	2158	*	peak_34761	1.32675958615465	1.10637217810761e-20	1098	274	3' UTR	9	129095456	129098036	2581	2	1384	ENST00000467343.1	-3772	ENSG00000095321	CRAT	carnitine O-acetyltransferase	NA	NA	NA	NA	NA
chr8	24575255	24575877	623	*	peak_32158	-1.48228156144432	1.29897328883596e-20	276	562	Intron (ENST00000519689.1/101929294, intron 2 of 4)	8	24300885	24548618	247734	2	101929294	ENST00000523578.5	-26637	NA	ADAM7-AS1	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1	NA	NA	NA	NA	NA
chr6	43869261	43870268	1008	*	peak_29940	1.87710583771696	1.30661727262157e-20	506	84	Promoter (<=1kb)	6	43862234	43869472	7239	2	105375068	ENST00000719836.1	0	NA	LOC105375068	uncharacterized LOC105375068	NA	NA	NA	NA	NA
chr16	11697565	11698653	1089	*	peak_12065	1.34793781391685	1.31061205927552e-20	866	206	3' UTR	16	11679083	11690097	11015	2	51061	ENST00000570917.5	-7468	ENSG00000153066	TXNDC11	thioredoxin domain containing 11	NA	NA	NA	NA	NA
chr5	21145247	21145731	485	*	peak_28175	-1.52426080155931	1.31061205927552e-20	246	422	Distal Intergenic	5	21048076	21116707	68632	2	105374678	ENST00000741983.1	-28540	NA	LOC105374678	uncharacterized LOC105374678	NA	NA	NA	NA	NA
chr17	45243754	45246281	2528	*	peak_14430	1.17339646287617	1.3293634270835e-20	2130	570	Promoter (<=1kb)	17	45245324	45246553	1230	1	752	ENST00000589911.1	0	ENSG00000184922	FMNL1	formin like 1	NA	NA	NA	NA	NA
chr18	76026167	76026970	804	*	peak_16480	-1.40328696822652	1.38751624467648e-20	450	750	Distal Intergenic	18	76050518	76052197	1680	2	124904339	ENST00000807360.1	25227	ENSG00000304954	LOC124904339	uncharacterized LOC124904339	NA	NA	NA	NA	NA
chr11	64610758	64612599	1842	*	peak_6438	1.27072879657421	1.45149595930518e-20	1302	334	Intron (ENST00000464307.5/9379, intron 2 of 2)	11	64606174	64623996	17823	2	9379	ENST00000464307.5	11397	ENSG00000110076	NRXN2	neurexin 2	NA	NA	NA	NA	NA
chr6	43874302	43876582	2281	*	peak_29941	1.2449105503295	1.53331714829219e-20	1614	446	Promoter (<=1kb)	6	43874401	43904495	30095	1	105375070	ENST00000719554.1	0	ENSG00000283573	LOC105375070	uncharacterized LOC105375070	NA	NA	NA	NA	NA
chr5	128200034	128200430	397	*	peak_28463	-1.4762540629781	1.53558954037684e-20	258	430	Distal Intergenic	5	128178380	128182921	4542	1	6558	ENST00000502849.1	21654	ENSG00000064651	SLC12A2	solute carrier family 12 member 2	NA	NA	NA	NA	NA
chr4	36651208	36651634	427	*	peak_27575	-1.42616000486748	1.63872886139902e-20	294	504	Distal Intergenic	4	36548331	36641939	93609	2	105374400	ENST00000655716.2	-9269	NA	LINC02505	long intergenic non-protein coding RNA 2505	NA	NA	NA	NA	NA
chr16	5026786	5027840	1055	*	peak_11899	1.78442348057519	1.79994216045388e-20	696	118	Promoter (<=1kb)	16	5027278	5028403	1126	2	51172	ENST00000566137.5	563	ENSG00000103174	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	NA	NA	NA	NA	NA
chr14	101623296	101624307	1012	*	peak_10114	1.68033301981875	1.84762183696151e-20	674	126	Distal Intergenic	14	101557534	101620355	62822	2	64150	ENST00000700197.1	-2941	ENSG00000258498	DIO3OS	DIO3 opposite strand upstream RNA	NA	NA	NA	NA	NA
chr2	219987826	219988333	508	*	peak_20475	-1.32577713935275	1.86164967777595e-20	362	606	Intron (ENST00000830326.1/105373891, intron 1 of 4)	2	219947918	220146085	198168	1	105373891	ENST00000830328.1	39908	NA	LOC105373891	uncharacterized LOC105373891	NA	NA	NA	NA	NA
chr12	122996177	122997448	1272	*	peak_8591	1.55225486351997	1.96813512694032e-20	744	156	Exon (ENST00000280562.9/57605, exon 10 of 25)	12	122997438	123006120	8683	2	57605	ENST00000436074.6	8672	ENSG00000090975	PITPNM2	phosphatidylinositol transfer protein membrane associated 2	NA	NA	NA	NA	NA
chr3	52032571	52033909	1339	*	peak_25941	1.30994789793525	2.01421398207609e-20	1232	310	Distal Intergenic	3	52046763	52048657	1895	1	124906238	ENST00000648932.1	-12854	NA	LOC124906238	uncharacterized LOC124906238	NA	NA	NA	NA	NA
chr8	30327339	30327753	415	*	peak_32240	-1.72015828981119	2.0910661692187e-20	182	398	Intron (ENST00000739863.1/ENST00000739863.1, intron 1 of 1)	8	30382124	30384297	2174	2	100128750	ENST00000792133.1	56544	ENSG00000254109	RBPMS-AS1	RBPMS antisense RNA 1	NA	NA	NA	NA	NA
chr1	11450503	11451424	922	*	peak_414	1.47073967324685	2.12035036289775e-20	800	188	Exon (ENST00000760481.1/ENST00000760481.1, exon 2 of 2)	1	11479155	11537551	58397	1	57540	ENST00000294484.7	-27731	ENSG00000204624	DISP3	dispatched RND transporter family member 3	NA	NA	NA	NA	NA
chr22	48440917	48442507	1591	*	peak_24753	1.41593405614346	2.12448734769478e-20	974	266	Distal Intergenic	22	48475085	48487743	12659	2	124905142	ENST00000662490.1	45236	ENSG00000287225	LOC124905142	uncharacterized LOC124905142	NA	NA	NA	NA	NA
chr7	74097992	74098663	672	*	peak_31496	-1.020332406045	2.13376285088693e-20	768	904	Promoter (<=1kb)	7	74097103	74111440	14338	1	3984	ENST00000483414.1	889	ENSG00000106683	LIMK1	LIM domain kinase 1	NA	NA	NA	NA	NA
chr5	80399458	80399916	459	*	peak_28363	-1.53573254845533	2.30101994096077e-20	250	396	Distal Intergenic	5	80408013	80479350	71338	1	9765	ENST00000338008.9	-8097	ENSG00000039319	ZFYVE16	zinc finger FYVE-type containing 16	NA	NA	NA	NA	NA
chr3	131072155	131072734	580	*	peak_26698	-1.31859416039185	2.37057511345852e-20	318	476	Exon (ENST00000841769.1/ENST00000841769.1, exon 1 of 3)	3	131080423	131152569	72147	1	79858	ENST00000602792.1	-7689	ENSG00000114670	NEK11	NIMA related kinase 11	NA	NA	NA	NA	NA
chr19	55402358	55403594	1237	*	peak_17919	-1.26835936120963	2.47491377762413e-20	414	688	3' UTR	19	55401579	55407719	6141	2	27338	ENST00000587845.5	4125	ENSG00000108106	UBE2S	ubiquitin conjugating enzyme E2 S	NA	NA	NA	NA	NA
chr2	240451056	240452408	1353	*	peak_20893	1.491919384457	2.67120189298525e-20	742	180	Promoter (<=1kb)	2	240449315	240451543	2229	2	100130449	ENST00000471662.1	0	ENSG00000218416	GPC1-AS1	GPC1 antisense RNA 1	NA	NA	NA	NA	NA
chr3	52141872	52144764	2893	*	peak_25957	1.10462035703067	2.90359421156029e-20	1704	484	Intron (ENST00000296484.7/25886, intron 6 of 10)	3	52075454	52154404	78951	2	25886	ENST00000474012.1	9640	ENSG00000164087	POC1A	POC1 centriolar protein A	NA	NA	NA	NA	NA
chr20	19001207	19001818	612	*	peak_21238	-1.25799833469707	3.04648557219455e-20	470	584	Intron (ENST00000815938.1/102724734, intron 1 of 3)	20	18984029	19050732	66704	1	102724734	ENST00000815938.1	17178	ENSG00000306163	LOC102724734	uncharacterized LOC102724734	NA	NA	NA	NA	NA
chr10	70906915	70908945	2031	*	peak_4227	1.28742627249638	3.22587016628114e-20	1386	378	Intron (ENST00000697990.2/8879, intron 7 of 7)	10	70918766	70958697	39932	1	105378349	ENST00000698069.1	-9821	ENSG00000259267	LINC02622	long intergenic non-protein coding RNA 2622	NA	NA	NA	NA	NA
chr16	49370200	49370593	394	*	peak_12490	-1.44622280793731	3.40003328622266e-20	246	396	Intron (ENST00000849660.1/105371244, intron 6 of 6)	16	49373804	49399431	25628	1	123970	ENST00000299191.4	-3211	ENSG00000166152	C16orf78	chromosome 16 open reading frame 78	NA	NA	NA	NA	NA
chr2	130891461	130891948	488	*	peak_20115	-1.22653305457726	3.41719248696167e-20	444	620	Intron (ENST00000409359.7/50649, intron 1 of 13)	2	130916651	131047253	130603	1	50649	ENST00000636987.1	-24703	ENSG00000136002	ARHGEF4	Rho guanine nucleotide exchange factor 4	NA	NA	NA	NA	NA
chr19	29623694	29625071	1378	*	peak_17081	1.18937436760225	3.46189542163041e-20	1478	400	Distal Intergenic	19	29613825	29615703	1879	1	10775	ENST00000587232.1	9869	ENSG00000105171	POP4	POP4 homolog, ribonuclease P/MRP subunit	NA	NA	NA	NA	NA
chr2	130154759	130155641	883	*	peak_20077	2.00854285649451	3.51704743222715e-20	480	82	Promoter (<=1kb)	2	130153356	130156048	2693	2	55627	ENST00000449159.5	407	ENSG00000136699	SMPD4	sphingomyelin phosphodiesterase 4	NA	NA	NA	NA	NA
chr16	17638124	17638564	441	*	peak_12149	-1.76536320617096	3.64910032777322e-20	132	304	Distal Intergenic	16	17471166	17481794	10629	2	105371106	ENST00000724331.1	-156330	NA	LOC105371106	uncharacterized LOC105371106	NA	NA	NA	NA	NA
chr11	64061942	64063180	1239	*	peak_6381	1.42332769061298	3.69034973446751e-20	856	204	Promoter (1-2kb)	11	64060424	64103513	43090	1	23769	ENST00000538550.1	1518	ENSG00000126500	FLRT1	fibronectin leucine rich transmembrane protein 1	NA	NA	NA	NA	NA
chr16	24420938	24421346	409	*	peak_12248	-1.85337939291926	3.69809726769416e-20	112	250	Distal Intergenic	16	24465805	24495177	29373	2	105371143	ENST00000772088.1	73831	ENSG00000260072	LOC105371143	uncharacterized LOC105371143	NA	NA	NA	NA	NA
chr2	96550890	96552513	1624	*	peak_19372	1.50361770068116	3.7335193986676e-20	864	198	3' UTR	2	96547390	96552634	5245	1	10865	ENST00000497920.1	3500	ENSG00000196843	ARID5A	AT-rich interaction domain 5A	NA	NA	NA	NA	NA
chr3	51694638	51696690	2053	*	peak_25916	1.31420636633372	3.76858932377188e-20	1288	348	Intron (ENST00000489026.5/51368, intron 2 of 3)	3	51707068	51718613	11546	1	2912	ENST00000395052.8	-10378	ENSG00000164082	GRM2	glutamate metabotropic receptor 2	NA	NA	NA	NA	NA
chr19	35388609	35388968	360	*	peak_17288	-1.57889448778242	3.78934461852604e-20	234	540	Intron (ENST00000786315.1/101927522, intron 2 of 2)	19	35399455	35406906	7452	1	100128682	ENST00000786436.1	-10487	ENSG00000205786	LINC01531	long intergenic non-protein coding RNA 1531	NA	NA	NA	NA	NA
