# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-F" "SAF" "-a" "purple.AM.union.saf" "-o" "counts_featureCounts.txt" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_1/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_2/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_3/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_1/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_2/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_3/human.30_120.bam" 
Geneid	Chr	Start	End	Strand	Length	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_1/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_2/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_3/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_1/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_2/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_3/human.30_120.bam
peak_1531	chr10	46292932	46293275	.	344	192	280	240	236	274	134
peak_1532	chr10	46299169	46300448	.	1280	1012	1980	2088	1350	1762	1212
peak_1533	chr10	46311789	46312263	.	475	284	548	510	354	472	322
peak_1534	chr10	46314917	46315418	.	502	224	476	564	298	384	288
peak_1535	chr10	46316542	46317053	.	512	232	344	412	482	606	490
peak_1536	chr10	46520393	46521293	.	901	930	1344	1372	532	634	428
peak_1537	chr10	46522295	46523996	.	1702	1390	2096	2146	1018	954	726
peak_1538	chr10	46524628	46526360	.	1733	1730	2538	2632	2088	2638	1708
peak_1539	chr10	46546664	46549206	.	2543	2310	3930	3856	2390	2630	1850
peak_1540	chr10	46549275	46553910	.	4636	4008	7054	7416	3234	3796	2504
peak_1541	chr10	46558028	46559141	.	1114	952	1428	1384	930	858	668
peak_1542	chr10	46993046	46993560	.	515	518	832	1018	714	734	560
peak_1543	chr10	47022161	47023773	.	1613	1140	2206	2358	1256	1202	942
peak_1544	chr10	47023923	47026142	.	2220	1738	3148	3184	2334	2580	1986
peak_1545	chr10	47026993	47028009	.	1017	698	1576	1452	774	850	548
peak_1546	chr10	47031307	47031791	.	485	352	720	760	454	558	420
peak_1547	chr10	47034535	47036541	.	2007	1112	1976	1912	970	1206	810
peak_1548	chr10	47039457	47040530	.	1074	816	1470	1348	748	956	662
peak_1549	chr10	47042959	47043952	.	994	794	1202	1400	892	970	840
peak_1550	chr10	47044045	47048128	.	4084	2714	4990	5082	2360	2768	2132
peak_1551	chr10	47049317	47049895	.	579	410	696	714	446	534	348
peak_1552	chr10	47081262	47081763	.	502	218	396	468	422	550	440
peak_1553	chr10	47104828	47105222	.	395	234	324	390	412	358	272
peak_1554	chr10	47146204	47146965	.	762	324	414	468	430	524	394
peak_1555	chr10	47164226	47164703	.	478	428	742	908	564	724	564
peak_1556	chr10	47198202	47198800	.	599	468	636	700	472	560	418
peak_1557	chr10	47244508	47245533	.	1026	780	1222	1324	838	1088	832
peak_1558	chr10	47245645	47246068	.	424	354	450	392	366	368	270
peak_1559	chr10	47266672	47267062	.	391	276	252	284	380	580	398
peak_1560	chr10	47276158	47277893	.	1736	1072	1826	1954	1350	1316	1114
peak_1561	chr10	47285227	47286247	.	1021	738	1614	1536	990	1294	954
peak_1562	chr10	47286703	47288022	.	1320	920	1610	1498	772	898	656
peak_1563	chr10	47302624	47303400	.	777	352	574	512	276	330	248
peak_1564	chr10	47324729	47325116	.	388	332	396	462	482	464	394
peak_1565	chr10	47326337	47327029	.	693	488	824	858	662	778	592
peak_1566	chr10	47329654	47330722	.	1069	866	1766	1714	980	1190	850
peak_1567	chr10	47352976	47354483	.	1508	1208	2222	2192	1654	2232	1526
peak_1568	chr10	47356836	47357747	.	912	462	694	632	554	588	358
peak_1569	chr10	47357894	47358366	.	473	302	584	568	384	462	360
peak_1570	chr10	47358507	47360887	.	2381	1402	2052	2116	852	912	738
peak_1571	chr10	47365745	47367677	.	1933	1202	1980	1952	1072	1232	818
peak_1572	chr10	47405849	47407804	.	1956	1140	2102	2188	1414	1562	1148
peak_1573	chr10	47408909	47410333	.	1425	1000	1862	2146	1156	1568	1044
peak_1574	chr10	47418285	47418803	.	519	330	628	714	440	460	410
peak_1575	chr10	47448093	47449865	.	1773	1036	1788	1556	1258	1270	916
peak_1576	chr10	47452507	47453494	.	988	768	1566	1716	730	962	670
peak_1577	chr10	47456878	47457731	.	854	642	1148	1206	608	762	600
peak_1578	chr10	48188351	48188929	.	579	378	702	892	508	698	488
peak_1579	chr10	48189150	48190583	.	1434	754	1212	1262	690	940	748
peak_1580	chr10	48248938	48250211	.	1274	628	830	872	378	426	324
peak_1581	chr10	48324664	48324895	.	232	100	112	124	166	214	172
peak_1582	chr10	48510664	48511492	.	829	450	818	750	670	728	548
peak_1583	chr10	48545261	48545934	.	674	416	610	680	424	398	258
peak_1584	chr10	48605733	48608676	.	2944	1890	3460	3336	1870	2154	1480
peak_1585	chr10	48648385	48649181	.	797	466	680	654	494	700	404
peak_1586	chr10	48655302	48656131	.	830	534	1428	1476	694	966	688
peak_1587	chr10	48707284	48707790	.	507	486	610	632	654	778	516
peak_1588	chr10	48719616	48721480	.	1865	1176	1910	1976	966	1104	790
peak_1589	chr10	48721624	48722595	.	972	644	1084	1012	948	1196	804
peak_1590	chr10	48777891	48780166	.	2276	1342	2090	2272	1578	1734	1294
peak_1591	chr10	48791311	48792009	.	699	520	668	860	628	818	516
peak_1592	chr10	48819708	48821445	.	1738	802	1498	1634	808	886	728
peak_1593	chr10	48821670	48822188	.	519	386	836	828	652	788	608
peak_1594	chr10	48844664	48844985	.	322	204	240	308	318	436	302
peak_1595	chr10	48896125	48898436	.	2312	1502	2590	2708	1674	1854	1350
peak_1596	chr10	48933734	48934159	.	426	216	318	394	344	338	234
peak_1597	chr10	48969767	48970275	.	509	296	456	560	466	450	320
peak_1598	chr10	48982177	48982858	.	682	330	576	530	196	176	182
peak_1599	chr10	49120316	49120961	.	646	446	584	610	530	656	412
peak_1600	chr10	49139489	49140149	.	661	370	748	816	594	812	564
peak_1601	chr10	49164505	49164825	.	321	154	242	256	216	354	250
peak_1602	chr10	49165394	49165959	.	566	390	652	726	512	666	446
peak_1603	chr10	49177516	49178620	.	1105	454	920	1024	548	672	480
peak_1604	chr10	49270546	49271206	.	661	302	592	636	432	576	352
peak_1605	chr10	49271343	49271767	.	425	220	432	430	346	442	334
peak_1606	chr10	49302076	49304328	.	2253	1162	1822	1812	1336	1572	1010
peak_1607	chr10	49305954	49308513	.	2560	1520	2542	2356	1158	1246	920
peak_1608	chr10	49310360	49310906	.	547	226	326	450	322	536	346
peak_1609	chr10	49318155	49319052	.	898	898	1266	1566	1104	1394	962
peak_1610	chr10	49371993	49372591	.	599	434	508	506	710	778	506
peak_1611	chr10	49375627	49375918	.	292	178	276	340	184	262	256
peak_1612	chr10	49385614	49386840	.	1227	612	1166	1352	606	670	438
peak_1613	chr10	49387034	49387467	.	434	320	362	418	344	442	346
peak_1614	chr10	49397115	49398584	.	1470	872	1762	2006	696	1012	614
peak_1615	chr10	49406709	49407394	.	686	494	836	904	744	838	520
peak_1616	chr10	49519730	49520067	.	338	98	252	276	338	436	314
peak_1617	chr10	49601529	49602423	.	895	658	1000	1002	830	1020	706
peak_1618	chr10	49688291	49688705	.	415	278	318	400	320	372	296
peak_1619	chr10	49699749	49700356	.	608	384	592	590	616	752	448
peak_1620	chr10	49740031	49741712	.	1682	1004	1732	1774	678	792	468
peak_1621	chr10	49758099	49759454	.	1356	858	1542	1590	730	908	652
peak_1622	chr10	50019339	50020681	.	1343	654	1244	1144	900	1128	654
peak_1623	chr10	50052062	50052209	.	148	100	198	148	134	202	104
peak_1624	chr10	50169667	50169823	.	157	114	116	108	194	266	190
peak_1625	chr10	50614235	50614752	.	518	484	784	736	480	678	456
peak_1626	chr10	50624213	50625618	.	1406	934	2136	2174	1232	1272	1016
peak_1627	chr10	50704523	50704695	.	173	64	128	86	102	128	76
peak_1628	chr10	50704811	50704925	.	115	46	72	78	112	144	92
peak_1629	chr10	50874802	50875046	.	245	210	246	204	322	352	232
peak_1630	chr10	51937891	51938205	.	315	124	180	218	296	400	218
peak_1631	chr10	55291708	55292160	.	453	146	266	312	420	522	330
peak_1632	chr10	55899591	55899872	.	282	156	272	224	270	322	182
peak_1633	chr10	57983234	57983522	.	289	90	198	210	242	290	250
peak_1634	chr10	58618003	58618628	.	626	204	286	314	426	500	362
peak_1635	chr10	60031828	60032161	.	334	154	194	180	312	290	204
peak_1636	chr10	60524392	60524896	.	505	248	320	350	442	630	404
peak_1637	chr10	62258865	62259267	.	403	362	432	380	594	746	516
peak_1638	chr10	62681299	62682165	.	867	346	730	972	530	822	628
peak_1639	chr10	62744212	62744603	.	392	204	300	260	406	596	326
peak_1640	chr10	63268825	63269441	.	617	658	1282	1156	842	1058	666
peak_1641	chr10	63712135	63712700	.	566	558	1380	1036	710	1050	584
peak_1642	chr10	63765080	63765450	.	371	108	122	156	324	348	248
peak_1643	chr10	64506851	64507292	.	442	148	276	240	308	326	224
peak_1644	chr10	64797408	64798002	.	595	162	270	328	478	516	386
peak_1645	chr10	65039610	65040231	.	622	224	338	344	494	590	422
peak_1646	chr10	65950121	65950422	.	302	88	106	120	222	302	172
peak_1647	chr10	67819857	67820186	.	330	346	740	574	496	748	524
peak_1648	chr10	68526864	68528055	.	1192	766	1676	1848	894	1216	796
peak_1649	chr10	68666494	68666759	.	266	178	282	240	366	414	312
peak_1650	chr10	68720915	68721830	.	916	650	1632	1412	812	1120	654
peak_1651	chr10	69179824	69181391	.	1568	1030	1602	1588	1104	1328	886
peak_1652	chr10	69213568	69213992	.	425	230	310	254	458	602	334
peak_1653	chr10	69217152	69217518	.	367	146	282	252	334	394	242
peak_1654	chr10	69222393	69222969	.	577	414	678	674	622	754	510
peak_1655	chr10	69268627	69269070	.	444	180	424	466	312	482	298
peak_1656	chr10	69319879	69320886	.	1008	610	772	936	478	538	348
peak_1657	chr10	69362756	69363555	.	800	448	616	682	722	710	478
peak_1658	chr10	69413343	69413884	.	542	434	876	872	526	688	470
peak_1659	chr10	69413988	69414569	.	582	474	770	768	618	586	440
peak_1660	chr10	69456941	69457250	.	310	134	248	290	238	276	204
peak_1661	chr10	69498919	69499336	.	418	314	520	572	354	456	330
peak_1662	chr10	69506498	69507518	.	1021	486	934	1022	282	322	276
peak_1663	chr10	69516132	69518028	.	1897	1148	1810	1638	754	758	500
peak_1664	chr10	69538430	69538833	.	404	132	220	346	296	398	334
peak_1665	chr10	69574500	69575604	.	1105	906	1736	1808	954	1254	844
peak_1666	chr10	69641214	69641799	.	586	324	734	730	464	632	466
peak_1667	chr10	69666583	69667834	.	1252	878	1312	1318	730	1044	676
peak_1668	chr10	69716197	69716679	.	483	338	600	586	384	502	374
peak_1669	chr10	69729561	69730105	.	545	498	906	950	498	580	456
peak_1670	chr10	69737911	69738750	.	840	568	806	902	196	178	154
peak_1671	chr10	69748438	69749581	.	1144	632	918	1092	614	506	380
peak_1672	chr10	69757128	69758488	.	1361	764	1326	1402	614	688	500
peak_1673	chr10	69767728	69768662	.	935	386	712	750	500	616	484
peak_1674	chr10	69861302	69861961	.	660	688	1152	1122	864	968	582
peak_1675	chr10	69864718	69865468	.	751	460	746	810	532	670	388
peak_1676	chr10	69874404	69875306	.	903	518	878	888	696	972	740
peak_1677	chr10	69879047	69880477	.	1431	1164	1700	1642	1124	1350	1000
peak_1678	chr10	69883395	69883810	.	416	330	666	706	488	546	422
peak_1679	chr10	69888755	69889826	.	1072	832	1246	1296	868	1000	580
peak_1680	chr10	69895600	69896116	.	517	438	710	752	636	956	658
peak_1681	chr10	69896289	69897813	.	1525	762	1286	1626	666	646	508
peak_1682	chr10	69899475	69900465	.	991	786	1462	1328	864	1200	752
peak_1683	chr10	69901070	69902134	.	1065	696	1160	1056	610	824	530
peak_1684	chr10	69915918	69916668	.	751	458	864	858	540	550	460
peak_1685	chr10	69944757	69945294	.	538	256	538	596	464	462	368
peak_1686	chr10	69957165	69958187	.	1023	856	1238	1116	1318	1518	1036
peak_1687	chr10	69960798	69962214	.	1417	716	1408	1518	918	1030	846
peak_1688	chr10	70189817	70190742	.	926	822	1052	1208	892	870	700
peak_1689	chr10	70232964	70234258	.	1295	1222	2894	2822	1370	1708	1218
peak_1690	chr10	70286610	70287163	.	554	212	354	390	344	434	292
peak_1691	chr10	70321221	70325123	.	3903	2048	3374	3608	1184	1476	998
peak_1692	chr10	70331823	70332195	.	373	248	436	404	330	500	376
peak_1693	chr10	70376009	70377955	.	1947	1032	1918	1926	986	1002	732
peak_1694	chr10	70381411	70383206	.	1796	1250	2490	2102	1248	1338	1012
peak_1695	chr10	70405042	70405750	.	709	546	860	938	606	608	500
peak_1696	chr10	70450629	70451327	.	699	602	1156	1264	734	986	732
peak_1697	chr10	70461271	70461700	.	430	430	650	654	538	558	418
peak_1698	chr10	70481582	70483651	.	2070	1060	1864	1834	976	974	636
peak_1699	chr10	70490046	70490484	.	439	250	448	470	292	498	386
peak_1700	chr10	70499757	70500200	.	444	332	576	584	472	584	478
peak_1701	chr10	70508865	70509864	.	1000	710	1154	1174	472	538	370
peak_1702	chr10	70532037	70533875	.	1839	1114	1700	1706	538	508	530
peak_1703	chr10	70540528	70542189	.	1662	1042	1976	2094	1140	1424	1010
peak_1704	chr10	70592277	70593518	.	1242	594	1004	1154	308	334	250
peak_1705	chr10	70599655	70601032	.	1378	726	1194	1380	634	686	556
peak_1706	chr10	70653168	70653809	.	642	542	898	1024	676	922	560
peak_1707	chr10	70663798	70665631	.	1834	1712	3356	2448	1834	2632	1612
peak_1708	chr10	70673182	70674148	.	967	546	1140	1094	744	1102	700
peak_1709	chr10	70690120	70690874	.	755	676	1054	1042	568	650	474
peak_1710	chr10	70699545	70700165	.	621	350	708	832	532	708	470
peak_1711	chr10	70704092	70705118	.	1027	638	888	810	722	854	462
peak_1712	chr10	70720022	70720929	.	908	648	918	950	698	1060	584
peak_1713	chr10	70736569	70737684	.	1116	692	1200	1376	1116	1248	910
peak_1714	chr10	70756645	70757190	.	546	498	868	1032	682	930	650
peak_1715	chr10	70759694	70760396	.	703	634	1176	1254	826	1144	858
peak_1716	chr10	70890912	70891385	.	474	376	570	610	488	626	512
peak_1717	chr10	70902763	70903987	.	1225	1004	1818	1856	1252	1390	1014
peak_1718	chr10	70914528	70916500	.	1973	908	1514	1712	924	950	746
peak_1719	chr10	70926249	70927266	.	1018	604	1136	1160	364	450	308
peak_1720	chr10	70928217	70928980	.	764	512	734	756	536	694	524
peak_1721	chr10	70931138	70931871	.	734	762	1304	1252	726	1066	856
peak_1722	chr10	70931960	70932751	.	792	486	1072	1004	692	778	680
peak_1723	chr10	70939532	70939880	.	349	364	574	600	410	548	436
peak_1724	chr10	70996612	70997045	.	434	336	584	604	380	556	392
peak_1725	chr10	71028940	71029819	.	880	590	1108	1340	754	1066	752
peak_1726	chr10	71040729	71043185	.	2457	1342	2308	2314	1782	1950	1346
peak_1727	chr10	71045834	71046435	.	602	382	772	908	542	622	424
peak_1728	chr10	71065754	71066018	.	265	138	304	236	240	224	198
peak_1729	chr10	71068802	71069389	.	588	308	550	640	224	250	206
peak_1730	chr10	71076332	71077846	.	1515	600	1044	1130	306	304	292
peak_1731	chr10	71077915	71081164	.	3250	2112	3352	3290	1832	2112	1596
peak_1732	chr10	71150554	71151037	.	484	276	476	464	312	440	370
peak_1733	chr10	71217349	71219129	.	1781	1126	2020	2190	1258	1674	1058
peak_1734	chr10	71219653	71220267	.	615	488	634	818	458	534	402
peak_1735	chr10	71223674	71224331	.	658	526	702	778	326	414	260
peak_1736	chr10	71228718	71230669	.	1952	888	1380	1512	650	634	406
peak_1737	chr10	71245187	71248385	.	3199	1756	3036	3092	1250	1450	998
peak_1738	chr10	71248775	71249292	.	518	404	604	642	446	540	380
peak_1739	chr10	71259485	71261903	.	2419	1546	2584	2760	956	1026	744
peak_1740	chr10	71296062	71296515	.	454	366	608	678	400	530	330
peak_1741	chr10	71297269	71298505	.	1237	860	1324	1418	806	946	678
peak_1742	chr10	71302934	71304282	.	1349	1100	1692	1540	1214	1246	910
peak_1743	chr10	71333170	71334002	.	833	498	880	922	528	642	430
peak_1744	chr10	71344997	71346512	.	1516	926	1598	1634	1326	1918	1312
peak_1745	chr10	71349291	71349996	.	706	486	864	910	680	1026	718
peak_1746	chr10	71366657	71367964	.	1308	1036	1786	2010	984	1082	858
peak_1747	chr10	71384040	71384838	.	799	466	842	908	380	470	416
peak_1748	chr10	71409467	71409961	.	495	294	444	502	186	196	132
peak_1749	chr10	71424301	71425144	.	844	792	1418	1538	886	1182	904
peak_1750	chr10	71433833	71435347	.	1515	1174	2138	2274	1300	1808	1330
peak_1751	chr10	71444696	71445594	.	899	872	1348	1318	856	1026	630
peak_1752	chr10	71445913	71446669	.	757	508	1058	1062	636	830	564
peak_1753	chr10	71449939	71450246	.	308	194	366	404	260	344	254
peak_1754	chr10	71450302	71452638	.	2337	1166	2096	2070	496	612	438
peak_1755	chr10	71465927	71467839	.	1913	1186	1478	1486	1040	1254	742
peak_1756	chr10	71468669	71469107	.	439	276	566	532	374	412	346
peak_1757	chr10	71479716	71480251	.	536	374	720	660	376	528	384
peak_1758	chr10	71496359	71497245	.	887	558	872	1040	788	840	594
peak_1759	chr10	71497895	71498849	.	955	840	1226	1396	720	884	614
peak_1760	chr10	71499066	71499800	.	735	424	614	636	434	484	406
peak_1761	chr10	71503416	71504012	.	597	484	802	772	434	580	378
peak_1762	chr10	71512488	71513418	.	931	650	1136	1228	646	936	618
peak_1763	chr10	71526838	71527769	.	932	668	1212	1296	738	872	640
peak_1764	chr10	71530089	71531303	.	1215	974	1658	1738	964	1110	744
peak_1765	chr10	71554885	71556345	.	1461	974	1366	1440	770	774	602
peak_1766	chr10	71566873	71568261	.	1389	812	1404	1488	800	932	716
peak_1767	chr10	71591524	71591964	.	441	258	244	252	298	304	276
peak_1768	chr10	71595376	71596136	.	761	388	488	472	298	388	218
peak_1769	chr10	71600791	71601213	.	423	256	358	384	412	508	336
peak_1770	chr10	71612013	71612213	.	201	134	160	186	160	244	168
peak_1771	chr10	71652636	71653562	.	927	622	1080	1214	636	746	458
peak_1772	chr10	71686691	71688449	.	1759	1032	1490	1626	604	656	478
peak_1773	chr10	71689138	71689986	.	849	604	1010	998	668	802	518
peak_1774	chr10	71706340	71711667	.	5328	3284	5926	5678	2408	2940	2160
peak_1775	chr10	71714642	71716755	.	2114	1192	2122	2016	912	992	652
peak_1776	chr10	71726003	71728072	.	2070	1278	2302	2358	1184	1614	1176
peak_1777	chr10	71740269	71740693	.	425	290	328	336	288	360	268
peak_1778	chr10	71742790	71743292	.	503	282	354	444	464	522	374
peak_1779	chr10	71760878	71762662	.	1785	1014	1496	1668	1048	1142	868
peak_1780	chr10	71765953	71768264	.	2312	1072	2044	2066	912	1074	672
peak_1781	chr10	71789439	71790266	.	828	474	960	1004	576	742	486
peak_1782	chr10	71790769	71791519	.	751	490	982	888	542	802	510
peak_1783	chr10	71835907	71836850	.	944	1008	1682	1546	1126	1196	804
peak_1784	chr10	71850498	71851487	.	990	806	1666	1842	1116	1362	872
peak_1785	chr10	71859728	71859993	.	266	130	282	258	212	308	184
peak_1786	chr10	71860222	71861259	.	1038	1092	2174	2182	1226	1422	1080
peak_1787	chr10	71911155	71911649	.	495	218	322	360	314	356	358
peak_1788	chr10	71912475	71913362	.	888	742	900	878	982	1172	818
peak_1789	chr10	71965614	71966726	.	1113	664	960	1052	724	630	528
peak_1790	chr10	72035537	72036039	.	503	396	772	750	442	456	340
peak_1791	chr10	72209836	72210152	.	317	124	248	260	346	460	318
peak_1792	chr10	72297689	72299457	.	1769	1290	3036	2786	1304	1740	1146
peak_1793	chr10	72309329	72310610	.	1282	878	1610	1496	964	1392	892
peak_1794	chr10	72319421	72320579	.	1159	784	1534	1602	942	1308	876
peak_1795	chr10	72320653	72323849	.	3197	2362	4578	4860	2336	2658	1910
peak_1796	chr10	72327918	72330275	.	2358	1120	2044	2006	540	598	446
peak_1797	chr10	72334743	72337482	.	2740	1282	2394	2410	908	1146	822
peak_1798	chr10	72363969	72364859	.	891	612	1236	1434	850	1312	728
peak_1799	chr10	72682686	72682973	.	288	132	340	324	244	336	246
peak_1800	chr10	72783354	72783585	.	232	152	162	202	232	342	234
peak_1801	chr10	73205052	73205453	.	402	158	266	192	350	396	298
peak_1802	chr10	73217636	73217996	.	361	154	172	194	408	418	274
peak_1803	chr10	73252215	73253163	.	949	796	1762	1464	916	1188	774
peak_1804	chr10	73664200	73665143	.	944	386	742	630	462	650	424
peak_1805	chr10	73792688	73794459	.	1772	962	1506	1538	860	1154	776
peak_1806	chr10	73876134	73877118	.	985	596	818	890	332	300	192
peak_1807	chr10	73888657	73889387	.	731	818	1438	1398	882	1366	1038
peak_1808	chr10	73906264	73907319	.	1056	780	1654	1374	964	1006	768
peak_1809	chr10	73926366	73926747	.	382	236	358	362	536	740	434
peak_1810	chr10	75048662	75049105	.	444	226	450	324	424	566	400
peak_1811	chr10	75428386	75428884	.	499	204	482	460	484	558	380
peak_1812	chr10	75749790	75750084	.	295	164	314	234	240	328	164
peak_1813	chr10	75764653	75765187	.	535	226	344	270	440	634	354
peak_1814	chr10	75959285	75959800	.	516	220	366	380	434	616	370
peak_1815	chr10	76622210	76622495	.	286	96	146	124	186	374	218
peak_1816	chr10	77029700	77030291	.	592	194	322	380	466	592	502
peak_1817	chr10	77104377	77105097	.	721	386	628	682	654	726	678
peak_1818	chr10	77163732	77164265	.	534	360	696	674	588	776	548
peak_1819	chr10	77173755	77174085	.	331	252	400	442	380	466	310
peak_1820	chr10	77242951	77243427	.	477	520	750	760	930	946	680
peak_1821	chr10	77409954	77410894	.	941	608	896	1054	622	792	566
peak_1822	chr10	77419849	77420361	.	513	228	332	366	412	564	368
peak_1823	chr10	77450704	77451368	.	665	308	422	454	470	524	340
peak_1824	chr10	77501081	77502252	.	1172	1108	1950	1702	1446	1834	1292
peak_1825	chr10	77531364	77532021	.	658	482	1018	984	948	1358	718
peak_1826	chr10	77582724	77583134	.	411	190	434	442	376	462	318
peak_1827	chr10	77599781	77601131	.	1351	896	1258	1202	1306	1486	980
peak_1828	chr10	77603330	77604296	.	967	638	966	926	346	344	274
peak_1829	chr10	77604858	77606223	.	1366	784	1120	1100	600	678	522
peak_1830	chr10	77774778	77775555	.	778	378	582	692	638	696	558
peak_1831	chr10	77800739	77801262	.	524	346	548	658	530	750	450
peak_1832	chr10	77846722	77847371	.	650	434	930	1070	558	814	704
peak_1833	chr10	77873087	77874362	.	1276	854	1750	1774	1086	1430	1044
peak_1834	chr10	77905188	77905736	.	549	374	570	482	592	712	480
peak_1835	chr10	78068265	78070148	.	1884	988	1530	1568	838	942	656
peak_1836	chr10	78153124	78153712	.	589	142	148	194	280	322	242
peak_1837	chr10	78161262	78161780	.	519	390	394	448	510	560	412
peak_1838	chr10	78175535	78175977	.	443	294	524	476	620	896	560
peak_1839	chr10	78215758	78216371	.	614	474	762	910	536	570	442
peak_1840	chr10	78231888	78232205	.	318	254	392	468	272	364	318
peak_1841	chr10	78263495	78264138	.	644	410	892	980	638	828	706
peak_1842	chr10	78265296	78265693	.	398	244	274	388	332	430	284
